id,name,cuisine,price_range,avg_price_per_person,region,city,address,phone,rating,review_count,website,popular_hours
1844,Il Pellicano,Italian,$$$,43.31,Africa,"Port Peter, OM",26314 Tanya Hill Apt. 729,(553)865-0867x483,4.6,347,http://dunn-chen.com/,11:00-20:00
1845,Isolina,Peruvian,$,4.23,Middle East,"West Valerie, NL",380 Preston Grove Suite 170,(894)861-2301x7547,3.9,268,http://www.riley.biz/,15:00-21:00
1846,Ristorante Grotta Palazzese,Italian,$$,34.27,North America,"Wileymouth, LA",553 Eric Heights,350.550.4586,4.1,543,https://www.johnson.com/,15:00-22:00
1847,Pizzeria Brandi,Italian,$$,31.88,Europe,"Gregoryburgh, PG",8419 Delgado Well Apt. 244,001-998-854-4143x71024,4.2,559,http://www.gonzalez-sutton.com/,16:00-23:00
1848,Tempura Kondo,Japanese,$$$$,71.83,Asia,"Gomezbury, HU",7963 Robert Forks Suite 369,687-678-3206,4.3,166,https://richardson.com/,11:00-22:00
1849,Karaköy Lokantası,Turkish,$$$,59.28,North America,"East Lindsey, KY",2730 Melissa Plains Suite 672,(439)202-3668,3.9,325,http://www.stephens.com/,15:00-20:00
1850,Bukhara,Indian,$$,17.84,North America,"North Richard, MP",323 Walton Alley Apt. 505,001-515-763-2389x88397,3.9,512,http://www.preston.com/,14:00-22:00
1851,Indian Accent,Indian,$$,34.19,North America,"Jamesstad, MO",2388 Rollins Union Apt. 540,001-610-824-5256x337,3.9,469,https://www.garcia.com/,11:00-23:00
1852,Borgo San Jacopo,Italian,$$$$,59.27,Asia,"Elizabethhaven, CG",1140 Alexandria Gardens,919.549.0424x661,4.6,214,http://randall-cook.com/,13:00-22:00
1853,El Cardenal,Mexican,$,5.8,Europe,"Carriechester, TH",355 Ryan Dam,+1-806-735-7751,3.4,214,https://dickerson.com/,15:00-20:00
1854,Hakkasan,Chinese,$$,17.93,Asia,"Jacksonchester, MK",00098 Eaton Cliff,(237)213-8361x92292,3.8,460,http://www.thompson-washington.com/,11:00-20:00
1855,Pizzeria Brandi,Italian,$$$$,111.76,Asia,"Lake Melissafurt, SK",95107 Michael Knoll,+1-699-493-6856x83126,4.4,176,http://mercer-fleming.info/,15:00-20:00
1856,D.O.M.,Brazilian,$$$,27.82,South America,"Lake Danielle, TH",3630 Andersen Unions,286.897.2523,4.6,336,https://rhodes.com/,12:00-23:00
1857,Contramar,Mexican,$,7.99,Asia,"Hickschester, JM",807 Schwartz Manors,485.776.6269x883,4.0,241,http://shaw-james.net/,13:00-23:00
1858,Trishna,Indian,$$,33.35,North America,"Lake Vanessabury, NY",697 Stacey Vista,867-279-6297,4.3,631,https://romero.org/,12:00-21:00
1859,Alain Ducasse au Plaza Athénée,French,$$$,71.44,North America,"Huertabury, AR",373 Ortega Estate,(812)519-5140,4.8,347,http://waters.com/,12:00-20:00
1860,Mirazur,French,$$$,67.07,Europe,"Lawsonport, SO",574 Molina Trail Apt. 372,(366)683-6302x53311,3.9,288,http://smith.biz/,15:00-23:00
1861,Pizzeria Brandi,Italian,$$$,25.65,South America,"Michealtown, UZ",89685 Lisa Street Apt. 317,+1-544-324-9154x3719,4.5,375,http://cummings.com/,14:00-22:00
1862,Hamdi,Turkish,$$$$,127.13,Europe,"Millermouth, CO",76436 Arnold Curve Suite 627,+1-513-271-3442x1182,5.0,166,http://sanchez.biz/,12:00-20:00
1863,Ryugin,Japanese,$$$$,190.42,North America,"Maureenmouth, MP",27296 Thomas Creek,230-309-9209x770,4.6,184,https://hunt-roberts.com/,16:00-21:00
1864,Trattoria Zà Zà,Italian,$,12.68,North America,"Alexanderport, AS",5096 Julie Hill,447.821.2295,3.6,270,http://sanchez.com/,11:00-20:00
1865,Bamboo,Caribbean,$$,17.88,North America,"Rogerberg, MT",038 Finley Roads,556.342.3195x73582,4.2,554,https://garcia.com/,16:00-21:00
1866,Kikunoi,Japanese,$$,13.93,Asia,"North Javierville, QA",526 Lopez Expressway,278.414.2168x41707,3.9,512,http://www.pittman.biz/,16:00-21:00
1867,Mani,Brazilian,$$,32.42,North America,"New Bobby, LA",9132 Campbell Branch,387-669-1586,3.9,502,https://thompson.com/,14:00-20:00
1868,Gaggan Anand,Indian,$,6.4,North America,"Port Seanberg, AK",683 Lisa Ramp Apt. 686,+1-620-905-4252x797,4.3,248,https://solis.com/,11:00-21:00
1869,Hakkasan,Chinese,$$,16.41,Middle East,"New Donaldfort, GW",8962 Massey Ports Apt. 407,001-403-308-4808x93731,4.5,575,https://allen-carson.com/,12:00-21:00
1870,The Eight,Chinese,$$,25.48,North America,"Wintersmouth, MA",40203 Allen Road Suite 468,+1-913-582-1148,4.4,529,https://www.randolph.com/,13:00-21:00
1871,The Eight,Chinese,$$$,47.3,Middle East,"Lake Coleside, GA",945 Christina Corner,001-394-208-2344x61335,4.4,402,http://www.combs.com/,11:00-23:00
1872,Mosu,Korean,$$$,45.96,North America,"Port Chadshire, NV",697 Wright Isle Suite 777,+1-386-351-5549x45606,4.4,396,http://maldonado.com/,11:00-20:00
1873,Contramar,Mexican,$$,14.93,Asia,"North Christopher, KI",823 Melendez Extensions,825-896-6947,4.0,525,http://smith.com/,14:00-23:00
1874,Bukhara,Indian,$$,29.01,Europe,"New Robinburgh, SV",415 Walker Pike,+1-639-282-0448,3.8,475,https://www.kennedy.com/,12:00-20:00
1875,Gaggan Anand,Indian,$$$,69.19,North America,"South Aaron, LA",17443 Jeremy Branch Apt. 515,544.496.0210x654,3.9,350,https://www.young.org/,11:00-21:00
1876,Osteria Francescana,Italian,$,5.47,North America,"Port Richard, OR",386 Stephanie Avenue Suite 151,820.216.0113x013,3.9,283,http://gray-lewis.com/,14:00-23:00
1877,The Cliff,Caribbean,$,6.26,Europe,"Walkerview, PY",37796 Serrano Highway,505-734-3090x92300,4.3,295,https://www.king.com/,13:00-23:00
1878,Trishna,Indian,$,13.46,North America,"West Tracymouth, LA",9975 Joshua Prairie Apt. 256,(586)935-4690x66179,4.2,264,https://williams.biz/,16:00-21:00
1879,Quan An Ngon,Vietnamese,$,11.63,Europe,"Villegasshire, FI",9658 Williams Falls Apt. 962,382.424.0234,3.8,272,https://huff.net/,15:00-22:00
1880,Xu,Vietnamese,$$$,40.17,North America,"North Henry, WV",5599 Hansen Road,683.535.3690,4.1,330,http://hawkins-mann.net/,16:00-20:00
1881,Hünkar,Turkish,$,10.55,North America,"Angelaport, MH",61076 Thompson Estates,+1-476-519-4641,4.0,256,https://smith-russell.info/,13:00-22:00
1882,Osteria Francescana,Italian,$$$,47.28,Europe,"Michaelshire, TO",0340 Morris Plains,+1-566-686-7648x398,4.0,345,http://www.thompson-whitehead.info/,15:00-23:00
1883,Cosme,Mexican,$,11.69,North America,"East Andrewchester, ID",677 Webb Ramp,001-215-383-2238x900,4.1,243,http://owen.com/,14:00-23:00
1884,Contramar,Mexican,$$,17.1,North America,"East Denise, IN",0513 Jimenez Creek Suite 162,(669)897-0996x103,4.7,603,https://www.hall.com/,11:00-21:00
1885,Le Petitbonum,Caribbean,$$,22.35,North America,"Davidside, IA",4393 Cervantes Mountain Apt. 651,482-946-9665x052,4.1,493,https://www.knapp.info/,13:00-22:00
1886,El Cardenal,Mexican,$$,23.24,North America,"New Jamesville, MP",52447 David Land,5253319737,4.1,557,http://www.snow.com/,16:00-23:00
1887,Pizzeria Brandi,Italian,$,7.89,Europe,"East Evelyn, MY",49756 Chavez Views,227.721.4076x292,3.6,262,http://miller.com/,12:00-20:00
1888,Osteria Francescana,Italian,$$$,45.83,North America,"West Andrew, MO",64899 Carter Station Suite 208,854.705.0907,4.9,421,http://www.allen-cooley.com/,14:00-21:00
1889,Da Enzo al 29,Italian,$$,18.36,Asia,"North Elizabethmouth, IT",9797 Kathryn Mill Apt. 697,548.930.3005x753,3.8,506,http://www.bennett-miller.com/,11:00-21:00
1890,Da Enzo al 29,Italian,$$$$,154.88,Europe,"Barnettberg, VE",13295 Mejia Square Apt. 204,997-476-8537,5.0,202,http://www.wolf-lee.com/,15:00-21:00
1891,Ultraviolet by Paul Pairet,Chinese,$$,13.63,Asia,"East Tara, RW",5814 Sean Mill Suite 925,391-663-6446,4.3,585,http://www.elliott-tucker.org/,13:00-20:00
1892,Ristorante Grotta Palazzese,Italian,$$$,39.8,Europe,"Angelaside, GB",4201 Barnes Ranch Apt. 574,4216456182,4.2,362,http://www.daniel.com/,14:00-22:00
1893,Arzak,Spanish,$$$$,77.43,North America,"Smithfort, GA",046 Bartlett Trace Apt. 867,+1-685-684-1390x33129,4.9,212,http://www.cooley.com/,11:00-20:00
1894,Bukhara,Indian,$$,34.48,North America,"West Jessica, AS",909 George Oval,313-259-5143x06013,4.2,559,https://coleman.com/,14:00-20:00
1895,Alain Ducasse au Plaza Athénée,French,$$$,61.72,Europe,"North Robertstad, AM",085 Patricia Lane Suite 521,(208)504-3350x912,4.5,321,https://garcia.com/,13:00-20:00
1896,Antica Pesa,Italian,$$$$,136.67,North America,"Richardsonside, SC",674 Harris Cliffs Suite 528,551-549-5781x19509,4.8,188,http://carrillo.biz/,13:00-20:00
1897,Schwarzwaldstube,German,$$$,62.82,Europe,"Seanchester, ET",969 Walker Viaduct Suite 056,3759595531,4.2,364,http://www.grant-russell.com/,12:00-20:00
1898,Mani,Brazilian,$$$,42.54,Europe,"Benjaminhaven, PH",107 Schmidt Junctions,791.486.7815x273,4.8,386,https://cooley.com/,13:00-23:00
1899,Osteria Francescana,Italian,$$,23.09,Asia,"East Cheyenneberg, LI",97353 White Bridge Apt. 136,603.571.1382,4.3,481,http://www.kelly.com/,14:00-20:00
1900,Saison,American,$$,20.74,North America,"Port Dale, MN",5725 Berry Mission,431.346.4872,4.1,505,http://barber.com/,12:00-22:00
1901,Cosme,Mexican,$,13.77,North America,"North Timothyhaven, UT",44484 Wilson Island,+1-285-706-4990x1204,3.7,223,https://www.scott-rodriguez.com/,16:00-20:00
1902,Lasai,Brazilian,$$$,35.71,Asia,"Obrienstad, AU",25302 Justin Walk Suite 074,001-604-971-2192,4.4,347,http://fletcher.info/,11:00-22:00
1903,Gaggan,Thai,$$$,36.74,Middle East,"East Nancy, NR",032 Morgan Falls,438-791-2418,4.7,380,https://www.allen.com/,15:00-22:00
1904,Yan Toh Heen,Chinese,$,10.2,Europe,"North Katiemouth, RO",5349 Aimee Orchard,566-529-6690x2318,4.2,265,https://wells.com/,16:00-20:00
1905,Yan Toh Heen,Chinese,$,6.66,Asia,"Lake Davidburgh, TG",406 Ward Extensions Suite 508,3849641675,4.3,252,https://carey.com/,15:00-22:00
1906,Osso,Peruvian,$$$,59.44,Europe,"Lake Jeremybury, DJ",182 Johnson Burg,+1-418-743-4890,4.5,397,http://www.smith-norton.com/,16:00-21:00
1907,Da Enzo al 29,Italian,$$,30.03,North America,"Parkerville, CT",843 Torres Villages,4763439663,4.1,517,https://www.lopez.com/,13:00-20:00
1908,Paste,Thai,$$$,39.74,Europe,"Port Melissa, CA",72577 Douglas Turnpike,+1-284-425-3668x492,4.0,299,http://stout-swanson.com/,12:00-22:00
1909,Trishna,Indian,$,14.19,North America,"Angelborough, UT",4490 Smith Lock Apt. 604,311-837-3589,4.0,251,http://frank.com/,11:00-20:00
1910,Mingles,Korean,$$,18.37,South America,"Saratown, IQ",765 Michele Divide,473-685-3184,4.0,482,http://www.perry.com/,13:00-20:00
1911,Duck & Waffle,Mediterranean,$$,26.57,North America,"North Ryantown, MI",450 Kristen Islands,(259)421-6380,4.1,489,http://www.fields-stewart.com/,11:00-22:00
1912,Facil,German,$,7.66,North America,"East Megan, TN",68815 Morris Skyway,001-854-456-2967x71249,4.0,256,http://chung.info/,13:00-20:00
1913,Zemí,Caribbean,$$,12.29,Middle East,"Lopezborough, CL",33959 Knapp Common Suite 350,994.763.1382x45853,4.6,522,https://www.douglas.com/,15:00-23:00
1914,La Yeon,Korean,$$,24.16,Asia,"Jennyburgh, BW",116 Nicholas Springs,216-316-2838x67833,3.9,459,https://sweeney.com/,16:00-23:00
1915,Duddell's,Chinese,$$,33.22,Europe,"Juareztown, UG",4861 Barry Orchard Apt. 772,651-225-3019x18623,3.7,460,https://www.parker.com/,12:00-20:00
1916,Cosme,Mexican,$,13.16,North America,"Anthonyfort, AL",23489 Simmons Trail,6576441227,3.9,250,https://joseph.com/,12:00-21:00
1917,Din Tai Fung,Chinese,$$$,45.92,Europe,"Michelehaven, MY",29484 Jones Summit,530-940-6079x5686,3.4,307,https://kirk.com/,14:00-20:00
1918,Ristorante Grotta Palazzese,Italian,$$,27.86,Europe,"Lake Tylerfurt, KW",849 Washington Drive,346-881-5669x7840,3.8,519,https://smith.biz/,12:00-21:00
1919,Il Pellicano,Italian,$$$,56.63,North America,"Lake Nicholasville, OH",61437 Kristy Mews,001-718-818-6103,4.3,347,http://vasquez-cooper.info/,13:00-20:00
1920,DiverXO,Spanish,$$,27.97,Europe,"Reginafort, TO",708 Michael Walk Suite 383,(792)871-6138x9814,3.9,429,http://salas-duffy.com/,13:00-23:00
1921,Antica Pesa,Italian,$$,17.35,Europe,"Port Justinborough, KN",73957 Joseph Causeway Suite 055,(793)543-3527x15900,4.3,569,https://www.munoz.org/,14:00-22:00
1922,Borgo San Jacopo,Italian,$,8.47,North America,"Shortburgh, VI",869 Underwood Street Suite 151,(213)768-3006,3.7,212,https://hardin.com/,13:00-23:00
1923,Bukhara,Indian,$$,24.62,Europe,"Mccormicktown, HU",87030 Stanley Isle,7665436743,4.0,538,http://johnson.biz/,13:00-20:00
1924,Cosme,Mexican,$$$,45.18,North America,"Mooreland, MA",9113 Michelle Throughway Apt. 180,852.318.9875x389,4.2,352,http://www.barker.com/,14:00-21:00
1925,Trattoria Zà Zà,Italian,$$$,35.03,Europe,"Stacyton, GE",89708 Roman Club,627-494-7224x42669,4.4,356,http://www.lee.com/,15:00-20:00
1926,Gaggan,Thai,$$$,36.36,Middle East,"Kaylahaven, HN",636 Steven Mews Apt. 476,(790)291-3976x0564,4.4,351,https://olson.com/,14:00-23:00
1927,Gaggan,Thai,$$,28.36,North America,"Lake Timothyborough, AZ",3467 Hines Mountain,563.240.3993,3.7,513,http://young-harrell.com/,13:00-23:00
1928,Da Enzo al 29,Italian,$,4.7,Asia,"South Troyside, GQ",1518 Simpson Ville Apt. 808,415-923-5345x1745,3.8,252,https://www.freeman-wilcox.com/,11:00-21:00
1929,Pizzeria Brandi,Italian,$$$,47.17,Europe,"Herreraport, DK",62185 Patel Cove,828-603-5769,4.7,404,http://harris-evans.org/,16:00-23:00
1930,Mirazur,French,$$$$,150.21,Europe,"East Bonnie, HT",21254 Gomez Forge Suite 964,001-604-965-8017,5.0,198,http://becker-harding.com/,14:00-23:00
1931,Pujol,Mexican,$$,20.91,Europe,"Amyfurt, BH",949 Day Track Suite 426,253-413-8382x1630,3.7,452,http://horne.com/,16:00-20:00
1932,Osteria Francescana,Italian,$$,21.09,North America,"Kevinport, GU",5718 Andrea Ville,001-982-642-4422x22687,4.1,560,http://www.brown.com/,14:00-21:00
1933,Din Tai Fung,Chinese,$,10.87,Middle East,"West Biancashire, FM",32874 Brown Locks Apt. 682,280-792-6641,3.4,212,https://www.riley.biz/,15:00-23:00
1934,Pujol,Mexican,$$,20.82,Asia,"Port Kimberly, ZM",783 Gray Ways,001-959-727-2078x985,4.3,476,http://park.com/,12:00-21:00
1935,Jinjuu,Korean,$$,18.4,Europe,"West Destiny, GN",942 Samantha Springs,792.260.6648,3.9,454,https://www.galvan.com/,11:00-23:00
1936,Ryugin,Japanese,$$$,35.9,Europe,"New Herbert, LV",8613 Young Forks,917-203-2017x36881,5.0,384,https://www.henderson.com/,13:00-22:00
1937,Azurmendi,Spanish,$$,18.5,Africa,"Dixonstad, MD",534 Nguyen Ranch Suite 255,318-402-3870x44543,3.4,487,http://www.smith.biz/,11:00-21:00
1938,Evvai,Brazilian,$$,19.32,Europe,"North Deborah, CY",667 Theresa Spur,378.534.2419,3.6,500,http://www.mason.org/,16:00-21:00
1939,Borgo San Jacopo,Italian,$$,17.48,Asia,"East Melissafurt, CF",47724 Kara Plaza,872-566-7797x132,3.9,472,http://www.blanchard-foley.com/,14:00-22:00
1940,Neolokal,Turkish,$$,18.45,South America,"Robertstad, GN",1464 Sarah Manors,001-900-637-6777x47167,4.1,529,http://randolph.com/,14:00-22:00
1941,The Eight,Chinese,$$,21.37,Middle East,"Port Markton, MU",08635 Ingram Field Apt. 661,(792)923-2513,3.9,527,http://www.jones.org/,14:00-21:00
1942,Borgo San Jacopo,Italian,$$$,55.2,North America,"Carterfurt, CT",65651 Lauren Ridges Apt. 883,(266)362-9400x8952,4.6,374,http://lozano.com/,16:00-23:00
1943,Narisawa,Japanese,$$$,34.15,Asia,"West Blakebury, FI",637 Matthew Station Suite 738,326.203.5163x2420,4.1,304,https://www.williams.com/,13:00-20:00
1944,Bo.Lan,Thai,$$,31.96,North America,"East Chrisfort, RI",84287 Martinez Underpass,+1-274-849-9230x026,4.1,534,https://www.cox-moody.org/,13:00-20:00
1945,Le Du,Thai,$$,28.11,North America,"Kimberlyhaven, MA",455 Hanson Ford,+1-235-300-8504,4.1,525,http://www.potts.biz/,15:00-20:00
1946,Rafael,Peruvian,$$,16.34,Asia,"East James, HR",036 Scott Wall,001-917-562-8630x332,3.8,469,http://www.hernandez.net/,12:00-23:00
1947,Le Bernardin,American,$$,17.42,Middle East,"Darrenberg, NZ",20289 Poole Overpass,8687763679,4.1,525,https://www.hayes-ford.com/,12:00-22:00
1948,Jing Yaa Tang,Chinese,$$,26.29,North America,"East Ashleyview, TN",08602 Wesley Center Suite 243,(876)453-2927,4.0,520,https://www.day.org/,16:00-21:00
1949,Tuju,Brazilian,$$$,59.99,North America,"Stephensonburgh, FM",2984 Stephens Rest,+1-518-587-0310,3.8,288,https://www.reed.net/,11:00-20:00
1950,Ristorante Grotta Palazzese,Italian,$$,12.42,Asia,"East Tylertown, MD",3058 Tiffany Run,(388)204-0637x90851,3.9,485,https://miller.com/,15:00-20:00
1951,Sushi Saito,Japanese,$$,24.49,Europe,"West Michaelfort, TG",8530 Sellers Forest,735.294.4547x845,3.8,492,http://davis-melton.org/,16:00-22:00
1952,Cosme,Mexican,$,10.35,Europe,"Bradyhaven, KG",527 Martin Island Suite 215,001-514-918-6607x3921,3.7,241,https://www.greer-gilbert.com/,12:00-21:00
1953,Hamdi,Turkish,$,5.15,Europe,"Alexland, NG",06533 John Crest Suite 182,+1-324-473-0550,4.1,299,http://www.jackson.org/,11:00-21:00
1954,Ultraviolet by Paul Pairet,Chinese,$$,14.59,Middle East,"Martinton, CI",152 Morris Glens,980-967-2198,4.0,571,https://www.russo-duran.com/,11:00-20:00
1955,Dio Dekares i Oka,Greek,$$,17.29,Middle East,"Kathleenland, MK",906 Frederick Junctions,+1-646-418-6577x821,4.2,564,http://rios.com/,16:00-21:00
1956,Uludağ Kebapçısı,Turkish,$$,24.36,Asia,"West Christopher, AR",2449 Rebecca Crossing Suite 327,+1-710-926-8557x0765,4.2,608,http://garcia.com/,16:00-20:00
1957,Le Petitbonum,Caribbean,$,9.47,Europe,"North Kylemouth, BY",53039 Berger Streets Suite 900,(543)410-9607x069,3.8,223,http://leach.net/,15:00-22:00
1958,Contramar,Mexican,$$,29.14,Europe,"Lake Melissaborough, VU",629 Jenna Wells Apt. 647,(565)792-8104x3028,4.1,543,http://www.davis.biz/,12:00-20:00
1959,Kyubey,Japanese,$$$,50.48,North America,"Victoriaside, IN",082 Baker Hills,001-504-638-1764x79742,4.0,329,http://www.gonzalez-brown.com/,12:00-20:00
1960,Din Tai Fung,Chinese,$$,13.83,Asia,"West David, CA",0164 Dawn Via,(715)712-3057,3.5,494,https://www.baker.biz/,11:00-20:00
1961,Bo.Lan,Thai,$$$,66.4,Europe,"Jeremyfurt, SG",28827 Christian Rest Apt. 219,757-781-8179,4.2,357,https://macias.biz/,12:00-21:00
1962,Din Tai Fung,Chinese,$$$,44.84,North America,"Theresachester, NE",0547 Lori Village,(901)594-7455,4.3,311,https://mcneil-gray.com/,11:00-22:00
1963,Mashya,Mediterranean,$,5.35,Middle East,"Williambury, NL",3796 Gonzalez Island,(870)326-0383x9213,4.1,281,https://alvarez.info/,11:00-23:00
1964,Bamboo,Caribbean,$$,17.49,North America,"West Juan, IN",92724 Brandon Vista,+1-450-583-4304,4.6,571,http://www.mcfarland.com/,13:00-20:00
1965,Issaya Siamese Club,Thai,$$$$,214.12,Middle East,"Lake Valerie, NA",340 Jessica Manors Apt. 664,572.910.2277,4.5,207,https://jones-hubbard.com/,12:00-21:00
1966,Sud 777,Mexican,$,11.03,Europe,"Port Jessicaborough, LT",51554 Kristi Junction,(772)586-2737,4.0,222,http://www.pierce-green.com/,13:00-21:00
1967,Narisawa,Japanese,$$$,40.58,Europe,"West Tammy, TT",799 Atkins Points Suite 623,001-958-840-0286,3.8,321,https://lynn.com/,14:00-20:00
1968,Schloss Berg,German,$,9.61,North America,"East Karenport, IN",1735 Taylor Junction Suite 663,578.570.7617x010,3.7,238,https://johnson.biz/,11:00-21:00
1969,Sud 777,Mexican,$,10.35,North America,"Mathewsborough, TX",88993 Valencia Light Apt. 541,(358)258-5006,3.7,249,https://www.carter.com/,11:00-21:00
1970,El Cardenal,Mexican,$$$,58.83,Europe,"East Sarahchester, UG",6277 Garrett Viaduct,+1-471-824-8748x88476,4.1,323,http://www.lopez.com/,16:00-20:00
1971,Miznon,Mediterranean,$$,16.18,Europe,"Crystalhaven, TH",781 Walters Neck Suite 193,001-238-446-4121x62630,3.9,497,https://www.howard-brown.info/,14:00-22:00
1972,Dar Moha,Moroccan,$$,12.01,Asia,"East Lisa, PH",585 Miller Canyon,(826)608-6404,4.1,479,http://randolph.com/,13:00-20:00
1973,Mani,Brazilian,$$$,54.81,Europe,"Amandahaven, LA",1558 Ho Lock,(828)772-2402x043,4.3,338,https://www.graves.com/,14:00-21:00
1974,CTC Urban Gastronomy,Greek,$$,20.03,North America,"East Carrieland, SD",68759 Sullivan Knoll Apt. 617,001-566-860-6347x09655,3.7,486,https://cooper.com/,11:00-21:00
1975,Da Enzo al 29,Italian,$$$,31.09,Asia,"Lake Cheyenne, SC",390 Jay Station Apt. 258,9888215812,4.4,385,https://wright-brown.com/,13:00-20:00
1976,Hakkasan,Chinese,$$$,50.46,Europe,"Laurenchester, IN",412 Kidd Hollow Apt. 653,(427)868-2363x827,4.0,362,https://smith-mclaughlin.net/,15:00-21:00
1977,SingleThread,American,$$,25.78,North America,"New Joshuaport, DE",27104 Collins Shoal Suite 243,747-321-2380x288,4.1,529,https://mccormick-miller.com/,13:00-21:00
1978,Neolokal,Turkish,$,11.38,North America,"Melindahaven, KY",3315 Cooper Plains Suite 080,247-491-9181,3.5,223,https://graham-thompson.com/,16:00-22:00
1979,Pizzeria Brandi,Italian,$$,16.6,Asia,"East Danny, FJ",11464 Alan Center,(576)218-8589,3.6,458,https://www.proctor.org/,16:00-22:00
1980,Maido,Peruvian,$$,21.8,North America,"South Richard, PW",270 House Forest,6609043056,4.0,453,https://bryan.info/,14:00-21:00
1981,Trattoria Zà Zà,Italian,$,10.89,Europe,"Gabrielleton, CZ",41273 Charles Rest,001-576-495-4307x0043,3.9,232,https://www.underwood-lawson.com/,14:00-22:00
1982,Dum Pukht,Indian,$$,20.81,Europe,"New Joseside, PW",7270 Vanessa Well Suite 180,+1-725-592-5139x94154,4.4,533,http://walls-weber.com/,16:00-23:00
1983,Mani,Brazilian,$$$,48.39,North America,"Jenniferton, NV",76609 Keith Hollow Suite 864,868.416.3917x29150,4.0,370,http://www.watts.info/,13:00-20:00
1984,Sushi Saito,Japanese,$$$$,106.9,Asia,"Clinefort, TR",069 Michael Inlet Suite 371,667-830-9148,4.3,164,http://ross-richardson.com/,11:00-20:00
1985,Kyubey,Japanese,$$,18.06,Europe,"East Scott, IT",568 Dale Light Suite 259,(810)976-6692,3.8,521,https://sullivan.com/,15:00-20:00
